city,sum,lat,lng
"Fort Washington, Maryland",14,38.7073379,-77.0230313
"Fort Wayne, Indiana",7746,41.079273,-85.1393513
"Fort Worth, Texas",24064,32.7554883,-97.3307658
"Forth Worth, Texas",10,32.7554883,-97.3307658
"Foster City, California",6,37.5585465,-122.2710788
"Fountain Hills, Arizona",16,33.6042079,-111.7256936
"Fountain Valley, California",212,33.7090212,-117.9544069
"Fox Island, Washington",2,47.2502467,-122.6343134
"Fox Point, Wisconsin",4,43.1575097,-87.90175289999999
"Foxborough, Massachusetts",2,42.0653812,-71.2478251
"Framingham, Massachusetts",316,42.279286,-71.4161565
"Frankfort, New York",20,43.038959,-75.070436
"Franklin, Indiana",398,39.4806055,-86.0549863
"Franklin Park, Illinois",16,41.9348537,-87.87952299999999
"Franklin Square, New York",16,40.7073244,-73.6759635
"Franklinton, North Carolina",2,36.1018163,-78.4580543
"Fraser, Michigan",36,42.539202,-82.9493652
"Frederick, Maryland",808,39.41426879999999,-77.4105409
"Fredericksburg, Virginia",1164,38.3031837,-77.4605399
"Fredonia, Kansas",18,37.5339386,-95.8266483
"Freehold, New Jersey",4,40.2136754,-74.3000878
"Freeland, Michigan",14,43.5250265,-84.1227598
"Freeport, New York",94,40.6576022,-73.58318349999999
"Freeville, New York",2,42.5139608,-76.3466014
"Fremont, California",512,37.5482697,-121.9885719
"Fresh Meadows, New York",32,40.7335179,-73.7801447
"Fresno, California",2970,36.7377981,-119.7871247
"Fridley, Minnesota",720,45.0860765,-93.2632821
"Friendswood, Texas",44,29.5293998,-95.2010447
"Friona, Texas",4,34.641734,-102.7241047
"Frisco, Texas",120,33.1506744,-96.82361159999999
"Frostproof, Florida",2,27.7458626,-81.5306313
"Ft Lauderdale, Florida",4,26.1224386,-80.13731740000001
"Fulda, Minnesota",2,43.8705185,-95.60028559999999
"Fullerton, California",216,33.8703645,-117.9242123
"Fulton, Maryland",6,39.1511692,-76.92305069999999
"Fuquay-Varina, North Carolina",10,35.5843235,-78.80001279999999
"Gaffney, South Carolina",2,35.0717945,-81.64981949999999
"Gahanna, Ohio",64,40.0192307,-82.8793446
"Gainesville, Florida",166,29.6516344,-82.32482619999999
"Gaithersburg, Maryland",378,39.1434406,-77.2013705
"Galena, Ohio",4,40.21506249999999,-82.8799013
"Gales Ferry, Connecticut",10,41.4281979,-72.084541
"Galesburg, Illinois",2,40.94781580000001,-90.3712395
"Gallatin, Tennessee",52,36.3883809,-86.4466599
"Galloway, New Jersey",174,39.4928235,-74.5596879
"Galveston, Texas",16,29.3013479,-94.7976958
"Gambrills, Maryland",8,39.0670456,-76.6654513
"Gansevoort, New York",4,40.7398532,-74.00573349999999
"Gansevoort, New York",4,43.1961848,-73.65178399999999
"Garden City, Idaho",986,43.6221108,-116.2381744
"Garden Grove, California",1532,33.7742692,-117.9379952
"Gardena, California",32,33.8883487,-118.3089624
"Gardner, Massachusetts",6,42.5750883,-71.998133
"Garfield, New Jersey",28,40.8814882,-74.113198
"Garland, Texas",652,32.912624,-96.63888329999999
"Garner, North Carolina",18,35.7112642,-78.61417089999999
"Garwood, New Jersey",4,40.6517691,-74.3229264
"Gastonia, North Carolina",10,35.262082,-81.18730049999999
"Gaylord, Minnesota",6,44.5544276,-94.2208132
"Geneva, Illinois",2,41.8875281,-88.3053525
"Georgetown, Kentucky",88,38.2097967,-84.55883109999999
"Germantown, Maryland",220,39.1731621,-77.2716502
"Gettysburg, Pennsylvania",36,39.8309293,-77.2310955
"Getzville, New York",20,43.0232669,-78.76814120000002
"Gibsonton, Florida",12,27.8536365,-82.382593
"Gig Harbor, Washington",40,47.32926399999999,-122.5801293
"Gilbert, Arizona",386,33.3528264,-111.789027
"Gilberts, Illinois",4,42.1033585,-88.3728605
"Gilroy, California",26,37.0057816,-121.5682751
"Girard, Ohio",22,41.1539465,-80.7014662
"Gladstone, Missouri",116,39.2038918,-94.554677
"Gladwyne, Pennsylvania",14,40.0493121,-75.2770721
"Glastonbury, Connecticut",36,41.6861794,-72.5450779
"Glen Allen, Virginia",152,37.665978,-77.5063739
"Glen Burnie, Maryland",154,39.1626084,-76.6246886
"Glen Carbon, Illinois",4,38.7483814,-89.98315799999999
"Glen Dale Heights, Illinois",6,41.91030680000001,-88.0717353
"Glen Ellyn, Illinois",866,41.8775293,-88.0670118
"Glen Head, New York",6,40.8353776,-73.62373880000001
"Glen Mills, Pennsylvania",22,39.9016273,-75.5103484
"Glen Rock, New Jersey",6,40.9628758,-74.1329207
"Glenarden, Maryland",12,38.9292782,-76.8616387
"Glendale, Arizona",22968,33.5386523,-112.1859866
"Glendale Heights, Illinois",324,41.91030680000001,-88.0717353
"Glendora, California",58,34.1361187,-117.865339
"Glenmoore, Pennsylvania",12,40.0890224,-75.7725054
"Glenn Dale, Maryland",26,38.98761040000001,-76.8205265
"Glenoaks, California",4,34.2670492,-118.4045126
"Glenolden, Pennsylvania",14,39.9001126,-75.2890745
"Glenpool, Oklahoma",136,35.9553737,-96.00888429999999
"Glens Falls, New York",2,43.3095164,-73.6440058
"Glenside, Pennsylvania",14,40.0999077,-75.1527928
"Glenview, Illinois",182,42.0697509,-87.7878408
"Glenwood Springs, Colorado",4,39.5505376,-107.3247762
"Goffstown, New Hampshire",2,43.0204052,-71.6002223
"Gold Canyon, Arizona",4,33.3593407,-111.4500302
"Gold River, California",14,38.6262937,-121.2466156
"Golden, Colorado",48,39.755543,-105.2210997
"Golden Valley, Minnesota",208,44.9917149,-93.3600034
"Goldsboro, North Carolina",114,35.3848841,-77.9927651
"Goleta, California",42,34.4358294,-119.8276389
"Gonzales, Louisiana",6,30.2385294,-90.9200987
"Goode, Virginia",2,37.3587528,-79.391696
"Goodlettsville, Tennessee",30,36.3231066,-86.7133302
"Goodview, Virginia",2,37.2143074,-79.72503379999999
"Goodyear, Arizona",44,33.4353394,-112.3576567
"Goose Creek, South Carolina",12,32.9810059,-80.03258670000001
"Gorham, Maine",40,43.67953139999999,-70.44422519999999
"Gorman, Texas",2,32.2137484,-98.67061059999999
"Goshen, Indiana",250,41.5822716,-85.8344383
"Graham, Washington",4,47.0528789,-122.2942839
"Granada Hills, California",846,34.2793576,-118.5021527
"Granby, Connecticut",4,41.9540614,-72.7887705
"Grand, Michigan",10,42.6450451,-85.30008959999999
"Grand Blanc, Michigan",32,42.9275277,-83.6299518
"Grand Forks, North Dakota",2186,47.9252568,-97.0328547
"Grand Haven, Michigan",120,43.0630734,-86.22838639999999
"Grand Island, Nebraska",302,40.9263957,-98.3420118
"Grand Junction, Colorado",12,39.0638705,-108.5506486
"Grand Ledge, Michigan",10,42.7533685,-84.7463757
"Grand Prairie, Texas",354,32.7459645,-96.99778459999999
"Grand Rapids, Michigan",13854,42.9633599,-85.6680863
"Grand Terrace, California",4,34.0339031,-117.3136544
"Grandon, Arizona",4,33.5745261,-111.8227229
"Grandville, Michigan",666,42.9097484,-85.7630885
"Granger, Indiana",12,41.7533819,-86.11083769999999
"Granite Bay, California",56,38.7632345,-121.1638361
"Granite Falls, Minnesota",14,44.8099575,-95.5455752
"Grants Pass, Oregon",10,42.4390069,-123.3283925
"Grantsville, West Virginia",12,38.9234195,-81.0959455
"Granville, Massachusetts",4,42.09965450000001,-72.92243289999999
"Grapevine, Texas",44,32.9342919,-97.0780654
"Grass Valley, California",2,39.2190608,-121.0610606
"Grawn, Michigan",42,44.6634149,-85.6923204
"Gray, Maine",2,43.885632,-70.33171949999999
"Grayslake, Illinois",12,42.34446639999999,-88.04174599999999
"Grayson, Georgia",82,33.8942729,-83.95573999999999
"Great Falls, Virginia",42,38.9981652,-77.2883157
"Great Lakes, Illinois",4,42.312403,-87.8415418
"Great Neck, New York",174,40.8006567,-73.7284647
"Greeley, Colorado",2470,40.4233142,-104.7091322
"Green Acres, Washington",18,47.6677705,-117.1643804
"Green Bay, Wisconsin",738,44.5133188,-88.0132958
"Green Brook, New Jersey",2,40.6049167,-74.4851659
"Green City, Idaho",4,43.57443689999999,-116.2153733
"Green Cove Springs, Florida",28,29.9919085,-81.6781467
"Green Lane, Pennsylvania",2,40.3367674,-75.4690674
"Greenacres, Florida",88,26.6276276,-80.1353896
"Greenacres City, Florida",16,26.6276276,-80.1353896
"Greenbelt, Maryland",180,39.0045544,-76.87552819999999
"Greenbrae, California",4,37.9476326,-122.5252604
"Greenbrier, Tennessee",2,36.4275477,-86.8047199
"Greencastle, Pennsylvania",28,39.790371,-77.7277714
"Greendale, Wisconsin",28,42.9405711,-87.9959191
"Greeneville, Tennessee",14,36.1631574,-82.83098609999999
"Greenfield, Maryland",572,39.5359393,-76.53524449999999
"Greenlawn, New York",2,40.8689871,-73.36511850000001
"Greensboro, North Carolina",10822,36.0726354,-79.7919754
"Greensburg, Indiana",18,39.3372722,-85.483581
"Greenvale, New York",4,40.8106558,-73.62846139999999
"Greenville, Michigan",234,43.1775314,-85.2527987
"Greenwich, Connecticut",14,41.0262417,-73.6281964
"Greenwood, Indiana",96,39.6136578,-86.10665259999999
"Greenwood Village, Colorado",18,39.6172101,-104.9508141
"Greer, South Carolina",28,34.9387279,-82.2270568
"Gresham, Oregon",564,45.5098388,-122.4347334
"Gretna, Louisiana",14,29.9146493,-90.0539603
"Griffith, Indiana",6,41.5283693,-87.42364970000001
"Grimes, Iowa",8,41.6883646,-93.7925199
"Grosse Pointe, Michigan",10,42.3861485,-82.9118591
"Groton, Massachusetts",10,42.6112018,-71.5745152
"Grottoes, Virginia",2,38.2673516,-78.8258584
"Grove City, Ohio",70,39.88145189999999,-83.0929644
"Grove Heights, Minnesota",16,44.8480218,-93.04271530000001
"Groveport, Ohio",6,39.8532057,-82.88827599999999
"Grover Beach, California",4,35.1216424,-120.6212821
"Grovertown, Indiana",2,41.3750434,-86.50473389999999
"Groves, Texas",8,29.94826949999999,-93.9171155
"Grovetown, Georgia",4,33.4504157,-82.1981764
"Grundy Center, Iowa",16,42.3616501,-92.7685327
"Guadalupe, Arizona",6,33.3708798,-111.9629216
"Guainabo, Puerto Rico",6,18.3615548,-66.11106819999999
"Guaynabo, Puerto Rico",20,18.3615548,-66.11106819999999
"Guinda, California",4,38.82919649999999,-122.1928955
"Gulfport, Florida",22,27.7483613,-82.7034334
"Guntersville, Alabama",2,34.3581473,-86.29470409999999
"Gurnee, Illinois",12,42.3702996,-87.90201859999999
"Gustine, California",2,37.2577171,-120.9988154
"Guthrie, Kentucky",2,36.6483777,-87.16639169999999
"Guttenberg, New Jersey",26,40.7920454,-74.0037505
"Guymon, Oklahoma",280,36.6828041,-101.4815493
"Gwynn Oak, Maryland",34,39.3359385,-76.6977522
"Hacienda Heights, California",8,33.9930677,-117.9686755
"Hackensack, New Jersey",16,40.8859325,-74.0434736
"Hackettstown, New Jersey",60,40.8539879,-74.8290555
"Haddon Heights, New Jersey",16,39.87733559999999,-75.0646165
"Haddon Township, New Jersey",14,39.9105176,-75.0497448
"Hagerstown, Maryland",436,39.6417629,-77.71999319999999
"Hailey, Idaho",6,43.51962880000001,-114.3153245
"Hainesport, New Jersey",18,39.9837234,-74.82710809999999
"Hainesville, Illinois",10,42.3450219,-88.06785800000002
"Haledon, New Jersey",26,40.935654,-74.186256
"Haleiwa, Hawaii",2,21.5927614,-158.1034112
"Halethorpe, Maryland",194,39.2401735,-76.6806441
"Half Moon Bay, California",2,37.4635519,-122.4285862
"Hallandale, Florida",28,25.9812024,-80.14837899999999
"Hallandale Beach, Florida",20,25.9812024,-80.14837899999999
"Haltom City, Texas",134,32.7995738,-97.26918169999999
"Ham Lake, Minnesota",48,45.2502429,-93.2499507
"Hamburg, New York",10,42.7158927,-78.8294768
"Hamden, Connecticut",72,41.3838782,-72.9026064
"Hamilton, New Jersey",96,40.2115109,-74.6796651
"Hamilton Township, New Jersey",10,40.2115109,-74.6796651
"Hamlin, New York",18,43.3029418,-77.92103569999999
"Hammond, Indiana",4,41.5833688,-87.5000412
"Hampden Township, Pennsylvania",2,40.2510902,-76.9758274
"Hampshire, Illinois",2,42.0978027,-88.53036430000002
"Hampton, Georgia",2330,33.3870578,-84.2829784
"Hamtramck, Michigan",154,42.3928151,-83.0496438
"Hancock, Maryland",8,39.6989809,-78.17972929999999
"Hanford, California",38,36.3274502,-119.6456844
"Hanover, Maryland",22,39.19550419999999,-76.7228227
"Hanover Park, Illinois",134,41.9994722,-88.1450735
"Hanover Township, Pennsylvania",14,40.659437,-75.3995089
"Hapeville, Georgia",12,33.660109,-84.4102046
"Happy Valley, Oregon",28,45.4469139,-122.5309127
"Harker Heights, Texas",6,31.0835102,-97.6597376
"Harleysville, Pennsylvania",6,40.2795476,-75.3871206
"Harper Woods, Michigan",8,42.4330924,-82.92408329999999
"Harpers Ferry, West Virginia",8,39.3253786,-77.7388818
"Harriman, New York",8,41.30842699999999,-74.1445899
"Harrisburg, North Carolina",4070,35.3237528,-80.6559017
"Harrison, Arkansas",18,36.2297936,-93.1076765
"Harrisonburg, Virginia",4034,38.4495688,-78.8689155
"Hartford, Connecticut",7324,41.7658043,-72.6733723
"Hartland, Wisconsin",6,43.105008,-88.3420398
"Hartsdale, New York",8,41.0189863,-73.7981884
"Hartville, Ohio",16,40.9636685,-81.3312195
"Harvey, Louisiana",12,29.9035387,-90.0772944
"Harwood Heights, Illinois",10,41.96725319999999,-87.8075612
"Haslet, Texas",2,32.9748469,-97.34779569999999
"Haslett, Michigan",74,42.74697889999999,-84.40108479999999
"Hastings, Michigan",168,42.6458682,-85.29084030000001
"Hatboro, Pennsylvania",6,40.1742757,-75.10683879999999
"Hatfield, Pennsylvania",18,40.27982739999999,-75.2993417
"Hattiesburg, Mississippi",16,31.3271189,-89.29033919999999
"Havelock, North Carolina",2,34.8790492,-76.9013301
"Haverhill, Massachusetts",22,42.7762015,-71.0772796
"Havertown, Pennsylvania",2,39.9763656,-75.3149796
"Hawthorn Woods, Illinois",10,42.2169686,-88.04952109999999
"Hawthorne, California",104,33.9164032,-118.3525748
"Haymarket, Virginia",4,38.8120591,-77.6363806
"Hays, Kansas",2,38.8791783,-99.3267702
"Hayward, California",304,37.6688205,-122.0807964
"Hazel Park, Michigan",470,42.4625362,-83.1040912
"Hazelwood, Missouri",14,38.7714396,-90.3709489
"Hazleton, Pennsylvania",8,40.9584181,-75.97464719999999
"Heber City, Utah",2,40.5070087,-111.4133234
"Hebron, Connecticut",6,41.6578767,-72.36591609999999
"Helena, Montana",2,46.5891452,-112.0391057
"Helethorpe, Maryland",8,39.2401735,-76.6806441
"Helotes, Texas",50,29.5780056,-98.6897451
"Hemet, California",72,33.7475203,-116.9719684
"Hempstead, New York",18,40.7062128,-73.6187397
"Henderson, Colorado",108,39.9202178,-104.8660597
"Hendersonville, North Carolina",78,35.3187279,-82.4609528
"Henrico, Virginia",774,37.5059332,-77.3324425
"Henrietta, New York",140,43.0592452,-77.6128039
"Hercules, California",36,38.0171441,-122.2885808
"Herkimer, New York",12,43.0256259,-74.9859889
"Hermiston, Oregon",12,45.8404101,-119.2894604
"Hermitage, Tennessee",54,36.1988486,-86.6197777
"Hernando, Mississippi",2,34.823987,-89.9937018
"Herndon, Virginia",272,38.9695545,-77.3860976
"Herriman, Utah",4,40.5141147,-112.0329938
"Hershey, Pennsylvania",20,40.2859239,-76.65024679999999
"Hesperia, California",52,34.4263886,-117.3008784
"Hewlett, New York",2,40.6431591,-73.6956864
"Hiaeah, Florida",2,25.8575963,-80.2781057
"Hialeah, Delaware",9464,25.8575963,-80.2781057
"Hialeah, Delaware",9464,38.9108325,-75.52766989999999
"Hialeah Garden, Florida",8,25.8650961,-80.3244957
"Hialeah Gardens, Florida",454,25.8650961,-80.3244957
"Hiawatha, Iowa",44,42.0491958,-91.6815252
"Hickory, North Carolina",152,35.7344538,-81.3444573
"Hickory Hills, Illinois",22,41.7255879,-87.82505499999999
"Hicksville, New York",2,40.7684331,-73.5251253
"High Point, North Carolina",7836,35.9556923,-80.0053176
"Highland, California",72,34.1283442,-117.2086513
"Highland Park, Illinois",204,42.1816918,-87.8003437
"Highlands, California",34,34.1283442,-117.2086513
"Highlands Ranch, Colorado",92,39.5480789,-104.9739333
"Highlandville, Missouri",2,36.9328335,-93.28046259999999
"Hightstown, New Jersey",4,40.2695538,-74.5232089
"Highwood, Illinois",26,42.1997468,-87.80923349999999
"Hildebran, North Carolina",8,35.7140208,-81.42203339999999
"Hilliard, Ohio",480,40.0333961,-83.1582451
"Hillsboro, Ohio",56,39.2022866,-83.611587
"Hillsboro Beach, Florida",8,26.2939687,-80.07893179999999
"Hillsborough, California",84,37.5741032,-122.3794163
"Hillside, Illinois",6,41.8778084,-87.90283980000001
"Hilltop, Minnesota",14,45.0530577,-93.2507196
"Hilo, Hawaii",14,19.7241106,-155.0868193
"Hilton, New York",124,40.7625578,-73.9797967
"Hinkley, California",8,34.9344769,-117.1993469
"Hinsdale, Illinois",24,41.8008642,-87.9370052
"Hobart, Indiana",18,41.5322592,-87.2550353
"Hockessin, Delaware",6,39.7876112,-75.6966001
"Hoffman, Illinois",12,38.541438,-89.26368749999999
"Hoffman Estates, Illinois",40,42.0629915,-88.12271989999999
"Holbrook, New York",6,40.81232050000001,-73.0784429
"Holiday, Florida",22,28.18779,-82.73954540000001
"Holladay, Utah",88,40.6688363,-111.8246557
"Holland, Michigan",126,42.7875235,-86.1089301
"Holley, New York",28,43.2264486,-78.0266826
"Hollis, New York",24,40.7112203,-73.762495
"Holliston, Massachusetts",4,42.20009659999999,-71.4245049
"Hollywood, California",396,34.0928092,-118.3286614
"Holmen, Wisconsin",22,43.96329619999999,-91.25625389999999
"Holt, Michigan",10,42.6405912,-84.5152545
"Holyoke, Massachusetts",20,42.2042586,-72.6162009
"Homer, Illinois",8,40.0347569,-87.95808919999999
"Homerville, Georgia",8,31.0365983,-82.74708489999999
"Homestead, Florida",950,25.4687224,-80.4775569
"Homosassa, Florida",2,28.7813722,-82.6151001
"Honea Path, South Carolina",12,34.4465018,-82.3915121
"Honeoye Falls, New York",4,42.9522855,-77.5902759
"Honolulu, Hawaii",212,21.3069444,-157.8583333
"Hooksett, New Hampshire",2,43.0967213,-71.46512830000002
"Hope Mills, North Carolina",2,34.9704419,-78.9453056
"Hopedale, Massachusetts",2,42.1306357,-71.5412077
"Hopkins, Minnesota",550,44.9260794,-93.4044187
"Hopkinsville, Kentucky",4,36.8656008,-87.4886186
"Hoquiam, Washington",6,46.97704299999999,-123.8839028
"Horsham, Pennsylvania",10,40.1784422,-75.1285061
"Hoschton, Georgia",4,34.096496,-83.7612839
"Hot Springs, Arkansas",2,34.5037004,-93.0551795
"Houma, Louisiana",2,29.5957696,-90.71953479999999
"Houston, Texas",50330,29.7604267,-95.3698028
"Howe, Texas",62,33.5087196,-96.61221169999999
"Howell, New Jersey",2,40.1645785,-74.2082671
"Huber Heights, Ohio",50,39.843947,-84.12466080000002
"Hudson, Florida",20,28.3644485,-82.69343429999999
"Hudson Falls, New York",2,43.3006281,-73.5859487
"Hudsonville, Michigan",50,42.870859,-85.8650358
"Hughesville, Missouri",8,38.8386278,-93.2954855
"Hughson, California",18,37.6027244,-120.8664811
"Hugo, Minnesota",26,45.159964,-92.99334119999999
"Huguenot, New York",2,41.4178712,-74.63099489999999
"Hull, Georgia",8,34.0148352,-83.2937659
"Humble, Texas",44,29.99883119999999,-95.26215529999999
"Hummelstown, Pennsylvania",12,40.2653681,-76.7083033
"Huntingburg, Indiana",4,38.2989422,-86.9549971
"Huntingdon, Pennsylvania",4,40.48479589999999,-78.0102813
"Huntingdon Valley, Pennsylvania",14,40.1379904,-75.07279559999999
"Huntington, New York",40,40.8681539,-73.425676
"Huntington Beach, California",256,33.6594835,-117.9988026
"Huntington Park, California",30,33.9816812,-118.2250725
"Huntington Station, New York",2,40.8534318,-73.4115091
"Huntington Valley, Pennsylvania",12,40.1379904,-75.07279559999999
"Huntingtown, Maryland",14,38.61595330000001,-76.61301499999999
"Huntsville, Alabama",46,34.7303688,-86.5861037
"Huron, South Dakota",1640,44.3633173,-98.21425719999999
"Hurricane, West Virginia",2,38.4325896,-82.0201368
"Hurst, Texas",62,32.8234621,-97.1705678
"Hutchins, Texas",2,32.6492999,-96.7130521
"Hutchinson, Minnesota",10,44.89254830000001,-94.3692926
"Hutto, Texas",4,30.54269949999999,-97.5466702
"Hyannis, Massachusetts",8,41.6524911,-70.2881124
"Hyattsville, Maryland",712,38.9559442,-76.9455301
"Hyde Park, Massachusetts",70,42.2565289,-71.1240559
"Hyrum, Utah",22,41.6340996,-111.8521653
"Immokalee, Florida",2,26.4185248,-81.4174057
"Imperial, California",2,32.8475528,-115.5694391
"Independence, Kansas",68,37.2242358,-95.7083131
"Indian Harbour Beach, Florida",4,28.1489021,-80.5883855
"Indian Hills, Colorado",46,39.6166545,-105.2372124
"Indian Orchard, Massachusetts",2,42.1546691,-72.502735
"Indian Trail, North Carolina",84,35.0768141,-80.6692352
"Indiana, Pennsylvania",8,40.6214551,-79.15253489999999
"Indianapolis, Indiana",19328,39.768403,-86.158068
"Indianola, Iowa",10,41.3580484,-93.5574376
"Indiantown, Florida",14,27.0272756,-80.4856083
"Industry, Pennsylvania",14,40.6445099,-80.4161761
"Inglewood, California",112,33.9616801,-118.3531311
"Inkster, Michigan",76,42.2942045,-83.30993029999999
"Inman, South Carolina",298,35.0470617,-82.0901088
"Inver Grove Height, Minnesota",14,44.8480218,-93.04271530000001
"Inver Grove Heights, Minnesota",146,44.8480218,-93.04271530000001
"Iowa City, Iowa",200,41.6611277,-91.5301683
"Ipswich, Massachusetts",6,42.6791832,-70.8411558
"Irmo, South Carolina",22,34.0859829,-81.1831513
"Irvine, California",1160,33.6845673,-117.8265049
"Irving, Texas",672,32.8140177,-96.9488945
"Irvington, New Jersey",184,40.7263249,-74.22864349999999
"Irwin, Pennsylvania",8,40.3245138,-79.70115489999999
"Iselin, New Jersey",8,40.5753817,-74.3223703
"Island Park, New York",14,40.6042705,-73.65540779999999
"Islandia, New York",2,40.8042649,-73.1690019
"Issaquah, Washington",60,47.5301011,-122.0326191
"Itasca, Illinois",34,41.9750287,-88.0072909
"Ithaca, New York",300,42.4439614,-76.5018807
"Jackson, Mississippi",164,32.2987573,-90.1848103
"Jackson Heights, New York",68,40.7556818,-73.8830701
"Jacksonville, Alabama",18976,33.8137125,-85.76135359999999
"Jacksonville Beach, Florida",2,30.2841224,-81.3961338
"Jacob, Illinois",6,37.74561490000001,-89.53605069999999
"Jamaica, New York",184,40.702677,-73.7889689
"Jamaica Plain, Massachusetts",522,42.3097365,-71.1151431
"Jamestown, New York",50,42.0970023,-79.23532589999999
"Jamesville, New York",4,42.9914763,-76.0717698
"Jamison, Pennsylvania",4,40.2548974,-75.0890348
"Jamul, California",116,32.7169988,-116.8761347
"Jasper, Alabama",6,33.8312185,-87.2775053
"Jber, Alaska",2,61.2544953,-149.693353
"Jean, Nevada",4,35.778868,-115.3238828
"Jefferson, Louisiana",8,29.96603709999999,-90.1531298
"Jefferson City, Missouri",444,38.57670170000001,-92.1735164
"Jeffersontown, Kentucky",32,38.1942356,-85.5644033
"Jeffersonville, Indiana",14,38.2775702,-85.7371847
"Jenison, Michigan",6,42.907248,-85.79197839999999
"Jenkintown, Pennsylvania",12,40.0959438,-75.1251743
"Jenks, Oklahoma",320,36.0228734,-95.9683278
"Jericho, New York",10,40.79204410000001,-73.5398476
"Jerome, Idaho",2,42.7240732,-114.5186534
"Jersey City, New Jersey",746,40.7177545,-74.0431435
"Jessup, Maryland",90,39.1492746,-76.7752493
"Johns Creek, Georgia",26,34.0289259,-84.198579
"Johnson City, New York",226,42.1156308,-75.95880919999999
"Johnston, Iowa",20,41.6709834,-93.7130493
"Johnstown, Ohio",14,40.1536742,-82.68516989999999
"Joliet, Illinois",64,41.525031,-88.0817251
"Jonesboro, Arkansas",74,35.84229670000001,-90.704279
"Jonesborough, Tennessee",14,36.2942722,-82.4734787
"Jordan, Minnesota",14,44.6711949,-93.6294286
"Joshua Tree, California",4,34.134728,-116.3130661
"Junction City, Wisconsin",10,44.5907989,-89.7673452
"Juneau, Alaska",10,58.3019444,-134.4197221
"Jupiter, Florida",18,26.9342246,-80.0942087
"Justice, Illinois",4,41.7444765,-87.8378337
"Justin, Texas",4,33.0848442,-97.29612859999999
"Kailua-Kona, Hawaii",2,19.639994,-155.9969261
"Kalamazoo, Michigan",62,42.2917069,-85.5872286
"Kalispell, Montana",8,48.1919889,-114.316813
"Kannapolis, North Carolina",16,35.4873613,-80.6217341
"Kansas City, Kansas",18258,39.11553139999999,-94.62678729999999
"Kapolei, Hawaii",4,21.3353909,-158.0568965
"Katy, Texas",458,29.7857853,-95.8243956
"Kaukauna, Wisconsin",24,44.2780432,-88.27205029999999
"Keansburg, New Jersey",8,40.4417743,-74.1298643
"Kearneysville, West Virginia",8,39.3881556,-77.8855516
"Kearns, Utah",40,40.6599468,-111.9963275
"Kearny, New Jersey",16,40.7684342,-74.1454214
"Keedysville, Maryland",8,39.4862106,-77.6997141
"Keego Harbor, Michigan",24,42.6080884,-83.3438247
"Keene, Texas",24,32.4011296,-97.3239059
"Keezletown, Virginia",14,38.41512540000001,-78.801969
"Keizer, Oregon",36,44.9901194,-123.0262077
"Keller, Texas",42,32.9341893,-97.229298
"Kelso, Washington",28,46.146779,-122.9084445
"Kendall, Florida",16,25.6660336,-80.357827
"Kenedy, Texas",2,28.8191468,-97.8486123
"Kenilworth, New Jersey",8,40.6764911,-74.2907032
"Kenmore, New York",110,42.9658907,-78.870036
"Kennedale, Texas",2,32.646801,-97.2258465
"Kenner, Louisiana",102,29.9940924,-90.2417434
"Kennesaw, Georgia",132,34.0234337,-84.6154897
"Kenneth City, Florida",24,27.8155812,-82.72010039999999
"Kennett Square, Pennsylvania",8,39.8467767,-75.7116032
"Kennewick, Washington",1932,46.2086683,-119.119948
"Kenosha, Wisconsin",10,42.5847425,-87.82118539999999
"Kensington, California",34,37.9104805,-122.2802471
"Kent, Ohio",11744,41.1536674,-81.3578859
"Kentwood, Michigan",358,42.8694731,-85.64474919999999
"Kerhonkson, New York",18,41.7748155,-74.2982059
"Kerman, California",10,36.72355719999999,-120.059879
"Kernersville, North Carolina",18,36.1198588,-80.07365329999999
"Kerrville, Texas",8,30.0474332,-99.1403189
"Kettering, Ohio",142,39.68950359999999,-84.1688274
"Kew Gardens, New York",124,40.705695,-73.8272029
"Key Largo, Florida",8,25.0865151,-80.4472802
"Key West, Florida",44,24.5550593,-81.7799871
"Keyes, California",10,37.5565994,-120.9154858
"Keyport, New Jersey",10,40.4331631,-74.1995883
"Kill Devil Hills, North Carolina",2,36.0307226,-75.6760101
"Killeen, Texas",16,31.1171194,-97.72779589999999
"Killingworth, Connecticut",12,41.3581869,-72.5645602
"King City, Oregon",4,45.4026959,-122.8044946
"King Of Prussia, Pennsylvania",20,40.1012856,-75.3835525
"Kingman, Arizona",12,35.189443,-114.0530065
"Kingsley, Michigan",4,44.5847251,-85.53589939999999
"Kingsport, Tennessee",10,36.548434,-82.5618186
"Kingston, New Hampshire",44,42.9364768,-71.0533918
"Kingwood, Texas",36,30.0575359,-95.19029859999999
"Kirkland, Washington",308,47.6768927,-122.2059833
"Kirksville, Missouri",2,40.19475389999999,-92.5832496
"Kirkwood, New York",26,42.0399825,-75.7968698
"Kissimmee, Florida",312,28.2919557,-81.40757099999999
"Knightdale, North Carolina",60,35.7876515,-78.4805563
"Knoxville, Tennessee",4004,35.9606384,-83.9207392
"Kodak, Tennessee",8,35.9745743,-83.62708959999999
"Kodiak, Alaska",6,57.79000000000001,-152.4072221
"Kooskia, Idaho",2,46.1448942,-115.9779189
"Krum, Texas",10,33.2615068,-97.2380725
"Kuna, Idaho",28,43.4918307,-116.4201223
"Kyle, Texas",42,29.9891052,-97.87722670000001
"La  Canada, California",2,34.2068182,-118.2000277
